ID,NOM_CURT_ACTE,NOM_ACTE,ID_EQUIPAMENT,SIGLA,CARRER,NRO,BIS,CODI_POSTAL,CIUTAT,X,Y,TELEFON,EMAIL,DATA_HORA_INICI_ACTE,DATA_HORA_FINAL_ACTE,TIPUS_ACTE,ESTAT,PREU
1483,Llegendes nocturnes al Monestir de Sant Cugat,"<p>Nom&eacute,s unes quantes persones tindran el privilegi d&#39,entrar en <strong>les depend&egrave,ncies mon&agrave,stiques de nit</strong>, i sentir totes les hist&ograve,ries viscudes entre les seves parets imponents. Al final de la visita <strong>tas",1468,PL   ,OCTAVIA,1,,8172,Sant Cugat del Vallès,,,936 759 951,,12/07/2014 22:00:00,,Rutes i visites,1,15
1484,Llegendes nocturnes al Monestir de Sant Cugat,"<p>Nom&eacute,s unes quantes persones tindran el privilegi d&#39,entrar en <strong>les depend&egrave,ncies mon&agrave,stiques de nit</strong>, i sentir totes les hist&ograve,ries viscudes entre les seves parets imponents. Al final de la visita <strong>tas",1468,PL   ,OCTAVIA,1,,8172,Sant Cugat del Vallès,,,936 759 951,,02/08/2014 22:00:00,,Rutes i visites,1,15
1485,Llegendes nocturnes al Monestir de Sant Cugat,"<p>Nom&eacute,s unes quantes persones tindran el privilegi d&#39,entrar en <strong>les depend&egrave,ncies mon&agrave,stiques de nit</strong>, i sentir totes les hist&ograve,ries viscudes entre les seves parets imponents. Al final de la visita <strong>tas",1468,PL   ,OCTAVIA,1,,8172,Sant Cugat del Vallès,,,936 759 951,,09/08/2014 22:00:00,,Rutes i visites,1,15
1486,Llegendes nocturnes al Monestir de Sant Cugat,"<p>Nom&eacute,s unes quantes persones tindran el privilegi d&#39,entrar en <strong>les depend&egrave,ncies mon&agrave,stiques de nit</strong>, i sentir totes les hist&ograve,ries viscudes entre les seves parets imponents. Al final de la visita <strong>tas",1468,PL   ,OCTAVIA,1,,8172,Sant Cugat del Vallès,,,936 759 951,,23/08/2014 22:00:00,,Rutes i visites,1,15
1487,Llegendes nocturnes al Monestir de Sant Cugat,"<p>Nom&eacute,s unes quantes persones tindran el privilegi d&#39,entrar en <strong>les depend&egrave,ncies mon&agrave,stiques de nit</strong>, i sentir totes les hist&ograve,ries viscudes entre les seves parets imponents. Al final de la visita <strong>tas",1468,PL   ,OCTAVIA,1,,8172,Sant Cugat del Vallès,,,936 759 951,,06/09/2014 22:00:00,,Rutes i visites,1,15
1492,Tallers de Setmana Santa. Pou d Art,"<h3>Tallers</h3>  <p><strong>Expressi&oacute, pl&agrave,stica. </strong>De 4 a 10 anys.<br /> <strong>La pl&agrave,stica dels artistes</strong>. De 8 a 14 anys.<br /> <strong>Rob&ograve,tica. </strong>De 8 a 14 anys.<br /> <strong>Dibuix a l&#39,aire",955,C    ,BALMES,35,,8172,Sant Cugat del Vallès,,,935 906 086,info@poudart.com,14/04/2014 10:00:00,,Cursos i tallers,1,90
1501,"Presentació del llibre  Paraules per a Gaeta , de Cesk Freixas","<p><strong>El cantautor Cesk Freixas passar&agrave, pel Terra Dol&ccedil,a</strong> per parlar-nos de la seva primera novel&middot,la, un llibre delici&oacute,s, ple de comprom&iacute,s i sentiment. I ens ho explicar&agrave, acompanyat de Roc Casagran, po",7793,C    ,ENRIC GRANADOS,8,,8172,Sant Cugat del Vallès,,,936 741 656,info@terradolca.cat,03/04/2014 20:00:00,,Literàries,1,
1502,El dia a dia dels monjos a l edat mitjana,"<p>Cada &egrave,poca t&eacute, un ritme, un pas i un batec propi. Vols con&egrave,ixer el pas i la vida dels monjos a l&#39,edat mitjana? Els seus costums davant la taula i el menjar? I les depend&egrave,ncies claustrals on vivien? Ho far&agrave,s de la m",1441,PL   ,OM,1,,8173,Sant Cugat del Vallès,,,936 759 951,museu@santcugat.cat,19/04/2014 11:00:00,,Rutes i visites,1,8
1503,El dia a dia dels monjos a l edat mitjana,"<p>Cada &egrave,poca t&eacute, un ritme, un pas i un batec propi. Vols con&egrave,ixer el pas i la vida dels monjos a l&#39,edat mitjana? Els seus costums davant la taula i el menjar? I les depend&egrave,ncies claustrals on vivien? Ho far&agrave,s de la m",1441,PL   ,OM,1,,8173,Sant Cugat del Vallès,,,936 759 951,museu@santcugat.cat,24/05/2014 11:00:00,,Rutes i visites,1,8
1504,El dia a dia dels monjos a l edat mitjana,"<p>Cada &egrave,poca t&eacute, un ritme, un pas i un batec propi. Vols con&egrave,ixer el pas i la vida dels monjos a l&#39,edat mitjana? Els seus costums davant la taula i el menjar? I les depend&egrave,ncies claustrals on vivien? Ho far&agrave,s de la m",1441,PL   ,OM,1,,8173,Sant Cugat del Vallès,,,936 759 951,museu@santcugat.cat,22/06/2014 11:00:00,,Rutes i visites,1,8
1505,El dia a dia dels monjos a l edat mitjana,"<p>Cada &egrave,poca t&eacute, un ritme, un pas i un batec propi. Vols con&egrave,ixer el pas i la vida dels monjos a l&#39,edat mitjana? Els seus costums davant la taula i el menjar? I les depend&egrave,ncies claustrals on vivien? Ho far&agrave,s de la m",1441,PL   ,OM,1,,8173,Sant Cugat del Vallès,,,936 759 951,museu@santcugat.cat,20/07/2014 11:00:00,,Rutes i visites,1,8
1506,El dia a dia dels monjos a l edat mitjana,"<p>Cada &egrave,poca t&eacute, un ritme, un pas i un batec propi. Vols con&egrave,ixer el pas i la vida dels monjos a l&#39,edat mitjana? Els seus costums davant la taula i el menjar? I les depend&egrave,ncies claustrals on vivien? Ho far&agrave,s de la m",1441,PL   ,OM,1,,8173,Sant Cugat del Vallès,,,936 759 951,museu@santcugat.cat,10/08/2014 11:00:00,,Rutes i visites,1,8
1507,El dia a dia dels monjos a l edat mitjana,"<p>Cada &egrave,poca t&eacute, un ritme, un pas i un batec propi. Vols con&egrave,ixer el pas i la vida dels monjos a l&#39,edat mitjana? Els seus costums davant la taula i el menjar? I les depend&egrave,ncies claustrals on vivien? Ho far&agrave,s de la m",1441,PL   ,OM,1,,8173,Sant Cugat del Vallès,,,936 759 951,museu@santcugat.cat,21/09/2014 11:00:00,,Rutes i visites,1,8
1512,"El campanar, l església i el Claustre","<p>A poc a poc puges al campanar mentre escoltes el repic de les campanes. Gaudeixes d&#39,unes fant&agrave,stiques vistes de Collserola i de tot el poble des d&#39,aquest espai on molt pocs hi accedeixen. Despr&eacute,s, visites la majestuosa esgl&eacute",1468,PL   ,OCTAVIA,1,,8172,Sant Cugat del Vallès,,,936 759 951,,26/04/2014 10:00:00,,Rutes i visites,1,8
1513,"El campanar, l església i el Claustre","<p>A poc a poc puges al campanar mentre escoltes el repic de les campanes. Gaudeixes d&#39,unes fant&agrave,stiques vistes de Collserola i de tot el poble des d&#39,aquest espai on molt pocs hi accedeixen. Despr&eacute,s, visites la majestuosa esgl&eacute",1468,PL   ,OCTAVIA,1,,8172,Sant Cugat del Vallès,,,936 759 951,,24/05/2014 10:00:00,,Rutes i visites,1,8
1514,"El campanar, l església i el Claustre","<p>A poc a poc puges al campanar mentre escoltes el repic de les campanes. Gaudeixes d&#39,unes fant&agrave,stiques vistes de Collserola i de tot el poble des d&#39,aquest espai on molt pocs hi accedeixen. Despr&eacute,s, visites la majestuosa esgl&eacute",1468,PL   ,OCTAVIA,1,,8172,Sant Cugat del Vallès,,,936 759 951,,31/05/2014 10:00:00,,Rutes i visites,1,8
1515,"El campanar, l església i el Claustre","<p>A poc a poc puges al campanar mentre escoltes el repic de les campanes. Gaudeixes d&#39,unes fant&agrave,stiques vistes de Collserola i de tot el poble des d&#39,aquest espai on molt pocs hi accedeixen. Despr&eacute,s, visites la majestuosa esgl&eacute",1468,PL   ,OCTAVIA,1,,8172,Sant Cugat del Vallès,,,936 759 951,,21/06/2014 10:00:00,,Rutes i visites,1,8
1516,"El campanar, l església i el Claustre","<p>A poc a poc puges al campanar mentre escoltes el repic de les campanes. Gaudeixes d&#39,unes fant&agrave,stiques vistes de Collserola i de tot el poble des d&#39,aquest espai on molt pocs hi accedeixen. Despr&eacute,s, visites la majestuosa esgl&eacute",1468,PL   ,OCTAVIA,1,,8172,Sant Cugat del Vallès,,,936 759 951,,29/06/2014 10:00:00,,Rutes i visites,1,8
1517,"El campanar, l església i el Claustre","<p>A poc a poc puges al campanar mentre escoltes el repic de les campanes. Gaudeixes d&#39,unes fant&agrave,stiques vistes de Collserola i de tot el poble des d&#39,aquest espai on molt pocs hi accedeixen. Despr&eacute,s, visites la majestuosa esgl&eacute",1468,PL   ,OCTAVIA,1,,8172,Sant Cugat del Vallès,,,936 759 951,,19/07/2014 10:00:00,,Rutes i visites,1,8
1518,"El campanar, l església i el Claustre","<p>A poc a poc puges al campanar mentre escoltes el repic de les campanes. Gaudeixes d&#39,unes fant&agrave,stiques vistes de Collserola i de tot el poble des d&#39,aquest espai on molt pocs hi accedeixen. Despr&eacute,s, visites la majestuosa esgl&eacute",1468,PL   ,OCTAVIA,1,,8172,Sant Cugat del Vallès,,,936 759 951,,26/07/2014 10:00:00,,Rutes i visites,1,8
1519,"El campanar, l església i el Claustre","<p>A poc a poc puges al campanar mentre escoltes el repic de les campanes. Gaudeixes d&#39,unes fant&agrave,stiques vistes de Collserola i de tot el poble des d&#39,aquest espai on molt pocs hi accedeixen. Despr&eacute,s, visites la majestuosa esgl&eacute",1468,PL   ,OCTAVIA,1,,8172,Sant Cugat del Vallès,,,936 759 951,,30/08/2014 10:00:00,,Rutes i visites,1,8
1520,"El campanar, l església i el Claustre","<p>A poc a poc puges al campanar mentre escoltes el repic de les campanes. Gaudeixes d&#39,unes fant&agrave,stiques vistes de Collserola i de tot el poble des d&#39,aquest espai on molt pocs hi accedeixen. Despr&eacute,s, visites la majestuosa esgl&eacute",1468,PL   ,OCTAVIA,1,,8172,Sant Cugat del Vallès,,,936 759 951,,20/09/2014 10:00:00,,Rutes i visites,1,8
1521,"El campanar, l església i el Claustre","<p>A poc a poc puges al campanar mentre escoltes el repic de les campanes. Gaudeixes d&#39,unes fant&agrave,stiques vistes de Collserola i de tot el poble des d&#39,aquest espai on molt pocs hi accedeixen. Despr&eacute,s, visites la majestuosa esgl&eacute",1468,PL   ,OCTAVIA,1,,8172,Sant Cugat del Vallès,,,936 759 951,,27/09/2014 10:00:00,,Rutes i visites,1,8
1522,"Modernisme, noucentisme...","<p>L&#39,Eixample &eacute,s un lloc escollit per a la construcci&oacute, d&#39,edificis emblem&agrave,tics. Ara tens la possibilitat de seguir els seus passos i saber qu&egrave, s&#39,amagava darrere les finestres d&#39,aquestes cases modernistes constru&",16510,PL   ,BARCELONA,,,,Sant Cugat del Vallès,,,,,17/05/2014 11:00:00,,Rutes i visites,1,5
1523,"Modernisme, noucentisme...","<p>L&#39,Eixample &eacute,s un lloc escollit per a la construcci&oacute, d&#39,edificis emblem&agrave,tics. Ara tens la possibilitat de seguir els seus passos i saber qu&egrave, s&#39,amagava darrere les finestres d&#39,aquestes cases modernistes constru&",16510,PL   ,BARCELONA,,,,Sant Cugat del Vallès,,,,,04/10/2014 11:00:00,,Rutes i visites,1,5
1525,1a Gimnastrada Vila de Sant Cugat,"<p><strong>Jornada sense car&agrave,cter competitiu </strong>que s&#39,organitza per donar sortida a totes les esportistes que fan gimn&agrave,stica r&iacute,tmica sobretot a nivell escolar.<br /> Les participants en aquesta trobada s&oacute,n de les esc",8780,PTGE ,BARO DE COUBERTIN,3,,8172,Sant Cugat del Vallès,,,935 830 345,,30/03/2014 16:00:00,,Esportives,1,
1530,Presentació de llibre.  Conta m un cant ,"<p><strong>De Cl&agrave,udia Viladrich.</strong> Presentaci&oacute, a c&agrave,rrec de Daniel Ruiz-Trillo.<br /> Un homenatge a la m&uacute,sica dels Pa&iuml,sos Catalans.</p> ",7793,C    ,ENRIC GRANADOS,8,,8172,Sant Cugat del Vallès,,,936 741 656,info@terradolca.cat,31/03/2014 19:00:00,,Literàries,1,
1537,Trofeu Ciutat de Sant Cugat de Ball Esportiu,"<p>Al PAV II, III.</p> ",1443,PTGE ,BARO DE COUBERTIN,1,,8172,Sant Cugat del Vallès,,,935 830 345,,05/04/2014 9:00:00,06/04/2014 22:00:00,Esportives,1,
1545,"Presentació de llibre.  Salvador Puig Antich, cas obert ",<p>De Jordi Panyella.</p> ,7793,C    ,ENRIC GRANADOS,8,,8172,Sant Cugat del Vallès,,,936 741 656,info@terradolca.cat,08/05/2014 20:00:00,,Altres,1,
1546,Presentació de llibre.  Islàndia 2013. Crònica d una decepció ,"<p>D&#39,&Egrave,ric Lluent.</p> ",7793,C    ,ENRIC GRANADOS,8,,8172,Sant Cugat del Vallès,,,936 741 656,info@terradolca.cat,17/04/2014 20:00:00,,Altres,1,
1547,Presentació de llibre.  Llegat rebel ,"<p>De Llu&iacute,s Calvo. Presentaci&oacute, a c&agrave,rrec de Joan Tres.</p> ",7793,C    ,ENRIC GRANADOS,8,,8172,Sant Cugat del Vallès,,,936 741 656,info@terradolca.cat,15/05/2014 19:30:00,,Altres,1,
1548,Concert amb Pau Alabajos,,7793,C    ,ENRIC GRANADOS,8,,8172,Sant Cugat del Vallès,,,936 741 656,info@terradolca.cat,12/04/2014 22:00:00,,Música,1,5
1552,"Deixeu parlar els capitells..., ells ho saben tot!","<p>Una visita teatralitzada per con&egrave,ixer, de la m&agrave, dels seus protagonistes, tota la hist&ograve,ria que s&rsquo,amaga darrere dels capitells<br /> Amb Mira-sol Teatre. A partir dels 5 anys<br /> <strong>Informaci&oacute, i reserves</strong",1441,PL   ,OM,1,,8173,Sant Cugat del Vallès,,,936 759 951,museu@santcugat.cat,05/04/2014 12:00:00,,Rutes i visites,1,2
1553,"Oració, treball i poder","<p>Visita guiada a l&rsquo,exposici&oacute, permanent<br /> <strong>Informaci&oacute, i reserves</strong> al 93 589 63 66 (de dilluns a divendres de 9 a 14h) o a educaciomuseu@santcugat.cat</p> ",1441,PL   ,OM,1,,8173,Sant Cugat del Vallès,,,936 759 951,museu@santcugat.cat,06/04/2014 12:00:00,,Rutes i visites,1,2
1555,L art tèxtil contemporani i l Escola Catalana de Tapís,"<p>Visita guiada a l&rsquo,exposici&oacute, permanent de tapissos<br /> <strong>Informaci&oacute, i reserves</strong> al 93 589 63 66 (de dilluns a divendres de 9 a 14h) o a educaciomuseu@santcugat.cat</p> ",4184,C    ,VILLA,68,,8173,Sant Cugat del Vallès,,,936 759 951,museu@santcugat.cat,13/04/2014 12:00:00,,Rutes i visites,1,2
1559,De dracs i altres animals fantàstics (Especial Sant Jordi),"<p>A partir dels 5 anys. Activitat de descoberta de la iconografia del Claustre del Monestir a partir dels capitells.<br /> <strong>Informaci&oacute, i reserves</strong> abans del 10 d&#39,abril al 93 589 63 66 (de dilluns a divendres de 9 a 14h) o a edu",1441,PL   ,OM,1,,8173,Sant Cugat del Vallès,,,936 759 951,museu@santcugat.cat,12/04/2014 11:30:00,,Infantils,1,2
1567,19 edició de la Biennal d Art Contemporani Català,"<p><strong>Inauguraci&oacute, d&#39,exposici&oacute, el 2 d&#39,abril a les 19 h</strong><br /> Aquesta mostra es va iniciar l&#39,any 1977 motivada pel Congr&eacute,s de Cultura Catalana. Resumeix l&#39,art jove catal&agrave, nascut en democr&agrave,cia",4184,C    ,VILLA,68,,8173,Sant Cugat del Vallès,,,936 759 951,museu@santcugat.cat,02/04/2014 16:00:00,,Exposicions,1,
1575,Concert. Estopa,"<p><strong>Concert extraordinari &quot,Estopa a solas&quot,.</strong><br /> <strong>Preu: </strong>32 i 42&euro,.<br /> Els germans David i Jos&eacute, Mu&ntilde,oz, m&eacute,s coneguts com Estopa, han decidit apropar-se al seu p&uacute,blic amb una pro",1439,PL   ,VICTORIA DELS ANGELS,1,,8172,Sant Cugat del Vallès,,,935 907 690 ,,04/06/2014 21:00:00,,Música,1,
1576,Jornada de portes obertes a l escola bressol municipal Montserrat,"<p>Primera de les tres jornades de portes obertes al centre per a la preinscripci&oacute, 2014-2015: <strong>dos grups</strong>, a les <strong>10 i</strong> a les <strong>11.30 h</strong>.</p>  <p>Les<strong> altres dues jornades</strong> es faran els d",16386,C    ,ABAT BIURE,29,,8173,Sant Cugat del Vallès,,,936 740 064,a8072863@xtec.cat,29/03/2014 10:00:00,,Altres,1,
1577,Jornada de portes obertes a l escola bressol municipal Cavall Fort,"<p>Primera de les tres jornades de portes obertes al centre per a la preinscripci&oacute, 2014-2015: <strong>dos grups</strong>, a les <strong>10 i</strong> a les <strong>11.30 h</strong>.</p>  <p>Les<strong> altres dues jornades</strong> es faran el di",903,C    ,JOAN MARAGALL,25,,8173,Sant Cugat del Vallès,,,935 836 797,a8062882@xtec.cat,29/03/2014 10:00:00,,Altres,1,
1578,Jornada de portes obertes a l escola bressol municipal Gargot,"<p>Primera de les tres jornades de portes obertes al centre per a la preinscripci&oacute, 2014-2015: <strong>dos grups</strong>, a les <strong>10 i</strong> a les <strong>11.30 h</strong>.</p>  <p>Les<strong> altres dues jornades</strong> es faran el di",1515,C    ,MINA,85,,8173,Sant Cugat,,,936 749 450,a8045732@xtec.cat,05/04/2014 10:00:00,,Altres,1,
1579,Jornada de portes obertes a l escola bressol municipal La Mimosa,"<p>Primera de les tres jornades de portes obertes al centre per a la preinscripci&oacute, 2014-2015: <strong>dos grups</strong>, a les <strong>10 i</strong> a les <strong>11.30 h</strong>.</p>  <p>Les<strong> altres dues jornades</strong> es faran els d",1517,C    ,GINJOLER,10,,8198,Sant Cugat del Vallès,,,936 748 982,a8045720@xtec.cat,05/04/2014 10:00:00,,Altres,1,
1580,Jornada de portes obertes a l escola bressol municipal Tricicle,"<p>Primera de les tres jornades de portes obertes al centre per a la preinscripci&oacute, 2014-2015: <strong>dos grups</strong>, a les <strong>10 i</strong> a les <strong>11.30 h</strong>.</p>  <p>Les<strong> altres dues jornades</strong> es faran els d",902,C    ,ROVELLAT,41,,8173,Sant Cugat del Vallès,,,935 836 798,a8062894@xtec.cat,26/04/2014 10:00:00,,Altres,1,
1581,Jornada de portes obertes a l escola bressol municipal El Niu,"<p>Primera de les tres jornades de portes obertes al centre per a la preinscripci&oacute, 2014-2015: <strong>dos grups</strong>, a les <strong>10 i</strong> a les <strong>11.30 h</strong>.</p>  <p>Les<strong> altres dues jornades</strong> es faran els d",901,C    ,MERCAT,2,,8195,Sant Cugat del Vallès,,,936 744 496,a8045719@xtec.cat,26/04/2014 10:00:00,,Altres,1,
1583,Jornada de portes obertes a l escola bressol municipal El Molí,"<p>Primera de les dues jornades de portes obertes al centre per a la preinscripci&oacute, 2014-2015, de&nbsp,<strong>10 a</strong> <strong>12 h</strong>.</p>  <p>L&#39,<strong>altra</strong> <strong>jornada</strong> es far&agrave, el dimecres <strong>30",9565,C    ,MOLI DE LES PLANES,1,,8196,Sant Cugat del Vallès,,,935 657 096,escoletaelmoli@doblevia.coop,05/04/2014 10:00:00,,Altres,1,
1584,Jornada de portes obertes a l escola bressol municipal Valldoreix,"<p>Primera de les quatre jornades de portes obertes al centre per a la preinscripci&oacute, 2014-2015, de <strong>17.15 a 19.15</strong><strong> h</strong>.</p>  <p>Les<strong> altres tres jornades</strong> es faran els dies <strong>9 d&#39,abril </stro",1516,C    ,BROLLADOR,7,,8197,Sant Cugat del Vallès,,,935 892 486,escolabressol@valldoreix.cat,01/04/2014 17:15:00,,Altres,1,
1588,Curs.  Gestión de lo Imperfekto ,"<p><strong>Preu:</strong> 90&euro,, 45&euro, socis SC Trade Center. Inclou: Manuals, test i refrigeri. Amb Miriam Dom&iacute,nguez.<br /> <strong>M&eacute,s informaci&oacute, a</strong> <a class= nova_finestra  href= http://www.sctradecenter.es/web/actua",2574,AV   ,CORTS CATALANES,5,,8172,Sant Cugat del Vallès,,,935 528 500,,10/04/2014 9:30:00,,Cursos i tallers,1,90
1592,Jornada de portes obertes a l escola bressol municipal Valldoreix,"<p>Segona de les quatre jornades de portes obertes al centre per a la preinscripci&oacute, 2014-2015, de <strong>10 a 13 </strong><strong>h</strong> amb <strong>hores concertades</strong>.</p>  <p>Les<strong> dues jornades</strong> seg&uuml,ents es fara",1516,C    ,BROLLADOR,7,,8197,Sant Cugat del Vallès,,,935 892 486,escolabressol@valldoreix.cat,09/04/2014 10:00:00,,Altres,1,
1593,Jornada de portes obertes a l escola bressol municipal Valldoreix,"<p>Tercera de les quatre jornades de portes obertes al centre per a la preinscripci&oacute, 2014-2015, de <strong>10 a 13 </strong><strong>h</strong> amb hores concertades.</p>  <p>La quarta i <strong>&uacute,ltima</strong> <strong>jornada</strong> es f",1516,C    ,BROLLADOR,7,,8197,Sant Cugat del Vallès,,,935 892 486,escolabressol@valldoreix.cat,24/04/2014 10:00:00,,Altres,1,
1594,Jornada de portes obertes a l escola bressol municipal Valldoreix,"<p>Quarta i &uacute,ltima jornada de portes obertes al centre per a la preinscripci&oacute, 2014-2015, de <strong>17.15 a 19.15 </strong><strong>h</strong>.</p> ",1516,C    ,BROLLADOR,7,,8197,Sant Cugat del Vallès,,,935 892 486,escolabressol@valldoreix.cat,30/04/2014 17:15:00,,Altres,1,
1595,Jornada de portes obertes a l escola bressol municipal El Molí,"<p>Segona i &uacute,ltima jornada de portes obertes al centre per a la preinscripci&oacute, 2014-2015, de <strong>17.30 a 19.30 </strong><strong>h</strong>.</p> ",9565,C    ,MOLI DE LES PLANES,1,,8196,Sant Cugat del Vallès,,,935 657 096,escoletaelmoli@doblevia.coop,30/04/2014 17:30:00,,Altres,1,
1596,Jornada de portes obertes a l escola bressol municipal Gargot,"<p>Segona de les tres jornades de portes obertes al centre per a la preinscripci&oacute, 2014-2015, de <strong>10 a 12 </strong><strong>h</strong>.</p>  <p>La tercera i <strong>&uacute,ltima</strong> <strong>jornada</strong> es far&agrave, el dilluns <s",1515,C    ,MINA,85,,8173,Sant Cugat,,,936 749 450,a8045732@xtec.cat,25/04/2014 10:00:00,,Altres,1,
1597,Jornada de portes obertes a l escola bressol municipal Cavall Fort,"<p>Segona de les tres jornades de portes obertes al centre per a la preinscripci&oacute, 2014-2015, de <strong>10 a 12 </strong><strong>h</strong>.</p>  <p>La tercera i <strong>&uacute,ltima</strong> <strong>jornada</strong> es far&agrave, el dilluns <s",903,C    ,JOAN MARAGALL,25,,8173,Sant Cugat del Vallès,,,935 836 797,a8062882@xtec.cat,25/04/2014 10:00:00,,Altres,1,
1598,Jornada de portes obertes a l escola bressol municipal Tricicle,"<p>Segona de les tres jornades de portes obertes al centre per a la preinscripci&oacute, 2014-2015, de <strong>10 a 12 </strong><strong>h</strong>.</p>  <p>La tercera i <strong>&uacute,ltima</strong> <strong>jornada</strong> es far&agrave, el dimarts <s",902,C    ,ROVELLAT,41,,8173,Sant Cugat del Vallès,,,935 836 798,a8062894@xtec.cat,29/04/2014 10:00:00,,Altres,1,
1599,Jornada de portes obertes a l escola bressol municipal El Niu,"<p>Segona de les tres jornades de portes obertes al centre per a la preinscripci&oacute, 2014-2015, de <strong>10 a 12 </strong><strong>h</strong>.</p>  <p>La tercera i <strong>&uacute,ltima</strong> <strong>jornada</strong> es far&agrave, el dimarts <s",901,C    ,MERCAT,2,,8195,Sant Cugat del Vallès,,,936 744 496,a8045719@xtec.cat,29/04/2014 10:00:00,,Altres,1,
1600,Jornada de portes obertes a l escola bressol Montserrat,"<p>Segona de les tres jornades de portes obertes al centre per a la preinscripci&oacute, 2014-2015, de <strong>10 a 12 </strong><strong>h</strong>.</p>  <p>La tercera i <strong>&uacute,ltima</strong> <strong>jornada</strong> es far&agrave, el dimecres <",16386,C    ,ABAT BIURE,29,,8173,Sant Cugat del Vallès,,,936 740 064,a8072863@xtec.cat,30/04/2014 10:00:00,,Altres,1,
1601,Jornada de portes obertes a l escola bressol municipal La Mimosa,"<p>Segona de les tres jornades de portes obertes al centre per a la preinscripci&oacute, 2014-2015, de <strong>10 a 12 </strong><strong>h</strong>.</p>  <p>La tercera i <strong>&uacute,ltima</strong> <strong>jornada</strong> es far&agrave, el dimecres <",1517,C    ,GINJOLER,10,,8198,Sant Cugat del Vallès,,,936 748 982,a8045720@xtec.cat,30/04/2014 10:00:00,,Altres,1,
1602,Jornada de portes obertes a l escola bressol municipal Gargot,"<p>Tercera i &uacute,ltima jornada de portes obertes al centre per a la preinscripci&oacute, 2014-2015, de <strong>10 a 12 </strong><strong>h</strong>.</p> ",1515,C    ,MINA,85,,8173,Sant Cugat,,,936 749 450,a8045732@xtec.cat,05/05/2014 10:00:00,,Altres,1,
1603,Jornada de portes obertes a l escola bressol municipal Cavall Fort,"<p>Tercera i &uacute,ltima jornada de portes obertes al centre per a la preinscripci&oacute, 2014-2015, de <strong>10 a 12 </strong><strong>h</strong>.</p> ",903,C    ,JOAN MARAGALL,25,,8173,Sant Cugat del Vallès,,,935 836 797,a8062882@xtec.cat,05/05/2014 10:00:00,,Altres,1,
1605,Jornada de portes obertes a l escola bressol municipal Tricicle,"<p>Tercera i &uacute,ltima jornada de portes obertes al centre per a la preinscripci&oacute, 2014-2015, de <strong>10 a 12 </strong><strong>h</strong>.</p> ",902,C    ,ROVELLAT,41,,8173,Sant Cugat del Vallès,,,935 836 798,a8062894@xtec.cat,06/05/2014 10:00:00,,Altres,1,
1606,Jornada de portes obertes a l escola bressol municipal El Niu,"<p>Tercera i &uacute,ltima jornada de portes obertes al centre per a la preinscripci&oacute, 2014-2015, de <strong>10 a 12 </strong><strong>h</strong>.</p> ",901,C    ,MERCAT,2,,8195,Sant Cugat del Vallès,,,936 744 496,a8045719@xtec.cat,06/05/2014 10:00:00,,Altres,1,
1607,Jornada de portes obertes a l escola bressol Montserrat,"<p>Tercera i &uacute,ltima jornada de portes obertes al centre per a la preinscripci&oacute, 2014-2015, de <strong>10 a 12 </strong><strong>h</strong>.</p> ",16386,C    ,ABAT BIURE,29,,8173,Sant Cugat del Vallès,,,936 740 064,a8072863@xtec.cat,07/05/2014 10:00:00,,Altres,1,
1608,Jornada de portes obertes a l escola bressol municipal La Mimosa,"<p>Tercera i &uacute,ltima jornada de portes obertes al centre per a la preinscripci&oacute, 2014-2015, de <strong>10 a 12 </strong><strong>h</strong>.</p> ",1517,C    ,GINJOLER,10,,8198,Sant Cugat del Vallès,,,936 748 982,a8045720@xtec.cat,07/05/2014 10:00:00,,Altres,1,
1618,Taller creatiu. Fem titelles i fem teatre,"<p><strong>Imparteix: Metrom&agrave,tic. De 4 a 12 anys.</strong><br /> Construirem titelles i les provarem convertint-nos en titellaires i creant les nostres hist&ograve,ries. Taller condu&iuml,t per titellaires i artistes pl&agrave,stics.<br /> <stron",1462,AV   ,ROQUETES,,(al costat rotonda de l Av. Cerdanyola),8173,Sant Cugat del Vallès,,,,,26/04/2014 11:00:00,,Cursos i tallers,1,
1619,Taller creatiu. Construïm un conte de 4 pàgines,"<p><strong>De 4 a 12 anys. </strong>Art de 4 us convida a crear un conte art&iacute,stic a partir d&#39,elements reciclats. Vine amb nosaltres i forma part del conte!<br /> <strong>Inscripci&oacute, a</strong> l&#39,<a class= nova_finestra  href= http://",1462,AV   ,ROQUETES,,(al costat rotonda de l Av. Cerdanyola),8173,Sant Cugat del Vallès,,,,,17/05/2014 11:00:00,,Cursos i tallers,1,
1621,7è concert  Música per a la solidaritat . Rotary Club Sant Cugat,"<p><strong>Concert ben&egrave,fic organitzat anualment pel Rotary Club Sant Cugat.</strong> Recaptaci&oacute, destinada a la Creu Roja de Sant Cugat-Rub&iacute,-Castellbisbal per la lluita contra la pobresa i l&#39,exclusi&oacute, social.<br /> <strong>A",1439,PL   ,VICTORIA DELS ANGELS,1,,8172,Sant Cugat del Vallès,,,935 907 690 ,,30/03/2014 19:00:00,,Música,1,15
